&& imag part epsilon2(omega) tensor, xx, yy,zz xy, xz, yz
0.000000    4.153343e-03 4.154953e-03 3.259175e-03   8.081701e-07 -9.359982e-07 -1.093572e-06
0.010000    4.168298e-03 4.169909e-03 3.269607e-03   8.094991e-07 -9.380540e-07 -1.096166e-06
0.020000    4.183340e-03 4.184954e-03 3.280094e-03   8.108308e-07 -9.401183e-07 -1.098772e-06
0.030000    4.198470e-03 4.200087e-03 3.290636e-03   8.121651e-07 -9.421911e-07 -1.101388e-06
0.040000    4.213690e-03 4.215309e-03 3.301232e-03   8.135021e-07 -9.442726e-07 -1.104016e-06
0.050000    4.228999e-03 4.230621e-03 3.311885e-03   8.148417e-07 -9.463627e-07 -1.106655e-06
0.060000    4.244400e-03 4.246024e-03 3.322594e-03   8.161840e-07 -9.484616e-07 -1.109305e-06
0.070000    4.259891e-03 4.261518e-03 3.333359e-03   8.175289e-07 -9.505694e-07 -1.111967e-06
0.080000    4.275475e-03 4.277104e-03 3.344181e-03   8.188765e-07 -9.526860e-07 -1.114640e-06
0.090000    4.291152e-03 4.292784e-03 3.355060e-03   8.202267e-07 -9.548116e-07 -1.117325e-06
0.100000    4.306923e-03 4.308557e-03 3.365997e-03   8.215796e-07 -9.569462e-07 -1.120021e-06
0.110000    4.322789e-03 4.324425e-03 3.376993e-03   8.229351e-07 -9.590899e-07 -1.122730e-06
0.120000    4.338750e-03 4.340388e-03 3.388047e-03   8.242933e-07 -9.612427e-07 -1.125450e-06
0.130000    4.354807e-03 4.356448e-03 3.399160e-03   8.256540e-07 -9.634048e-07 -1.128182e-06
0.140000    4.370961e-03 4.372605e-03 3.410333e-03   8.270175e-07 -9.655761e-07 -1.130926e-06
0.150000    4.387213e-03 4.388859e-03 3.421566e-03   8.283836e-07 -9.677569e-07 -1.133683e-06
0.160000    4.403564e-03 4.405213e-03 3.432859e-03   8.297523e-07 -9.699470e-07 -1.136451e-06
0.170000    4.420014e-03 4.421666e-03 3.444214e-03   8.311237e-07 -9.721467e-07 -1.139232e-06
0.180000    4.436565e-03 4.438219e-03 3.455630e-03   8.324977e-07 -9.743559e-07 -1.142025e-06
0.190000    4.453218e-03 4.454874e-03 3.467108e-03   8.338743e-07 -9.765748e-07 -1.144831e-06
0.200000    4.469972e-03 4.471631e-03 3.478649e-03   8.352536e-07 -9.788035e-07 -1.147650e-06
0.210000    4.486830e-03 4.488491e-03 3.490252e-03   8.366355e-07 -9.810420e-07 -1.150481e-06
0.220000    4.503791e-03 4.505455e-03 3.501919e-03   8.380201e-07 -9.832904e-07 -1.153325e-06
0.230000    4.520858e-03 4.522525e-03 3.513650e-03   8.394073e-07 -9.855487e-07 -1.156182e-06
0.240000    4.538031e-03 4.539700e-03 3.525445e-03   8.407971e-07 -9.878172e-07 -1.159053e-06
0.250000    4.555310e-03 4.556982e-03 3.537306e-03   8.421895e-07 -9.900958e-07 -1.161936e-06
0.260000    4.572698e-03 4.574372e-03 3.549232e-03   8.435846e-07 -9.923847e-07 -1.164833e-06
0.270000    4.590194e-03 4.591870e-03 3.561224e-03   8.449823e-07 -9.946839e-07 -1.167743e-06
0.280000    4.607800e-03 4.609479e-03 3.573283e-03   8.463826e-07 -9.969935e-07 -1.170667e-06
0.290000    4.625516e-03 4.627198e-03 3.585409e-03   8.477855e-07 -9.993136e-07 -1.173605e-06
0.300000    4.643344e-03 4.645029e-03 3.597603e-03   8.491911e-07 -1.001644e-06 -1.176556e-06
0.310000    4.661285e-03 4.662972e-03 3.609865e-03   8.505992e-07 -1.003985e-06 -1.179521e-06
0.320000    4.679340e-03 4.681029e-03 3.622195e-03   8.520100e-07 -1.006337e-06 -1.182500e-06
0.330000    4.697509e-03 4.699201e-03 3.634594e-03   8.534233e-07 -1.008700e-06 -1.185492e-06
0.340000    4.715793e-03 4.717488e-03 3.647063e-03   8.548393e-07 -1.011073e-06 -1.188498e-06
0.350000    4.734194e-03 4.735892e-03 3.659601e-03   8.562579e-07 -1.013456e-06 -1.191517e-06
0.360000    4.752713e-03 4.754413e-03 3.672210e-03   8.576790e-07 -1.015850e-06 -1.194550e-06
0.370000    4.771349e-03 4.773052e-03 3.684889e-03   8.591027e-07 -1.018255e-06 -1.197596e-06
0.380000    4.790106e-03 4.791811e-03 3.697638e-03   8.605291e-07 -1.020670e-06 -1.200656e-06
0.390000    4.808982e-03 4.810690e-03 3.710460e-03   8.619579e-07 -1.023095e-06 -1.203729e-06
0.400000    4.827981e-03 4.829691e-03 3.723354e-03   8.633894e-07 -1.025532e-06 -1.206815e-06
0.410000    4.847102e-03 4.848815e-03 3.736321e-03   8.648235e-07 -1.027979e-06 -1.209916e-06
0.420000    4.866348e-03 4.868064e-03 3.749363e-03   8.662601e-07 -1.030438e-06 -1.213032e-06
0.430000    4.885719e-03 4.887437e-03 3.762479e-03   8.676992e-07 -1.032909e-06 -1.216162e-06
0.440000    4.905217e-03 4.906938e-03 3.775670e-03   8.691409e-07 -1.035391e-06 -1.219307e-06
0.450000    4.924843e-03 4.926567e-03 3.788938e-03   8.705852e-07 -1.037884e-06 -1.222468e-06
0.460000    4.944598e-03 4.946325e-03 3.802283e-03   8.720319e-07 -1.040390e-06 -1.225644e-06
0.470000    4.964484e-03 4.966213e-03 3.815706e-03   8.734812e-07 -1.042908e-06 -1.228836e-06
0.480000    4.984501e-03 4.986233e-03 3.829207e-03   8.749331e-07 -1.045438e-06 -1.232044e-06
0.490000    5.004651e-03 5.006386e-03 3.842787e-03   8.763874e-07 -1.047980e-06 -1.235268e-06
0.500000    5.024936e-03 5.026673e-03 3.856447e-03   8.778443e-07 -1.050535e-06 -1.238507e-06
0.510000    5.045356e-03 5.047095e-03 3.870187e-03   8.793036e-07 -1.053102e-06 -1.241763e-06
0.520000    5.065912e-03 5.067655e-03 3.884008e-03   8.807655e-07 -1.055681e-06 -1.245036e-06
0.530000    5.086607e-03 5.088352e-03 3.897910e-03   8.822298e-07 -1.058273e-06 -1.248324e-06
0.540000    5.107441e-03 5.109189e-03 3.911895e-03   8.836966e-07 -1.060878e-06 -1.251629e-06
0.550000    5.128416e-03 5.130166e-03 3.925963e-03   8.851659e-07 -1.063496e-06 -1.254951e-06
0.560000    5.149532e-03 5.151285e-03 3.940114e-03   8.866376e-07 -1.066126e-06 -1.258290e-06
0.570000    5.170792e-03 5.172548e-03 3.954350e-03   8.881118e-07 -1.068770e-06 -1.261645e-06
0.580000    5.192197e-03 5.193955e-03 3.968671e-03   8.895884e-07 -1.071427e-06 -1.265017e-06
0.590000    5.213748e-03 5.215509e-03 3.983078e-03   8.910675e-07 -1.074097e-06 -1.268407e-06
0.600000    5.235446e-03 5.237210e-03 3.997572e-03   8.925489e-07 -1.076780e-06 -1.271814e-06
0.610000    5.257294e-03 5.259060e-03 4.012152e-03   8.940328e-07 -1.079477e-06 -1.275238e-06
0.620000    5.279292e-03 5.281061e-03 4.026821e-03   8.955191e-07 -1.082187e-06 -1.278680e-06
0.630000    5.301442e-03 5.303214e-03 4.041579e-03   8.970077e-07 -1.084911e-06 -1.282140e-06
0.640000    5.323745e-03 5.325520e-03 4.056426e-03   8.984987e-07 -1.087648e-06 -1.285617e-06
0.650000    5.346203e-03 5.347981e-03 4.071363e-03   8.999921e-07 -1.090400e-06 -1.289113e-06
0.660000    5.368818e-03 5.370599e-03 4.086392e-03   9.014878e-07 -1.093166e-06 -1.292626e-06
0.670000    5.391591e-03 5.393374e-03 4.101513e-03   9.029859e-07 -1.095945e-06 -1.296158e-06
0.680000    5.414524e-03 5.416310e-03 4.116726e-03   9.044863e-07 -1.098739e-06 -1.299709e-06
0.690000    5.437617e-03 5.439406e-03 4.132033e-03   9.059890e-07 -1.101548e-06 -1.303278e-06
0.700000    5.460874e-03 5.462665e-03 4.147434e-03   9.074940e-07 -1.104370e-06 -1.306865e-06
0.710000    5.484295e-03 5.486089e-03 4.162931e-03   9.090012e-07 -1.107208e-06 -1.310472e-06
0.720000    5.507883e-03 5.509680e-03 4.178524e-03   9.105108e-07 -1.110060e-06 -1.314098e-06
0.730000    5.531638e-03 5.533437e-03 4.194213e-03   9.120225e-07 -1.112927e-06 -1.317743e-06
0.740000    5.555562e-03 5.557365e-03 4.210001e-03   9.135366e-07 -1.115809e-06 -1.321408e-06
0.750000    5.579658e-03 5.581464e-03 4.225887e-03   9.150528e-07 -1.118707e-06 -1.325093e-06
0.760000    5.603928e-03 5.605736e-03 4.241873e-03   9.165712e-07 -1.121619e-06 -1.328797e-06
0.770000    5.628371e-03 5.630182e-03 4.257959e-03   9.180918e-07 -1.124547e-06 -1.332521e-06
0.780000    5.652992e-03 5.654806e-03 4.274147e-03   9.196146e-07 -1.127491e-06 -1.336265e-06
0.790000    5.677791e-03 5.679608e-03 4.290437e-03   9.211395e-07 -1.130450e-06 -1.340030e-06
0.800000    5.702770e-03 5.704590e-03 4.306831e-03   9.226666e-07 -1.133426e-06 -1.343815e-06
0.810000    5.727932e-03 5.729754e-03 4.323329e-03   9.241957e-07 -1.136417e-06 -1.347621e-06
0.820000    5.753278e-03 5.755102e-03 4.339932e-03   9.257270e-07 -1.139424e-06 -1.351449e-06
0.830000    5.778809e-03 5.780637e-03 4.356641e-03   9.272603e-07 -1.142448e-06 -1.355297e-06
0.840000    5.804529e-03 5.806359e-03 4.373457e-03   9.287957e-07 -1.145488e-06 -1.359166e-06
0.850000    5.830438e-03 5.832272e-03 4.390382e-03   9.303331e-07 -1.148545e-06 -1.363057e-06
0.860000    5.856540e-03 5.858376e-03 4.407415e-03   9.318725e-07 -1.151618e-06 -1.366970e-06
0.870000    5.882836e-03 5.884675e-03 4.424559e-03   9.334139e-07 -1.154708e-06 -1.370905e-06
