
  &&electric field in cartesian unit:  1.000000e-03  0.000000e+00  0.000000e+00 
  &&electric field in crystal unit:  1.000000e-03  0.000000e+00  0.000000e+00 
  0.000000   -5.9069033855e-06   -1.5065764055e-10    1.1382437466e-10 
  0.200000   -6.3325930116e-06   -1.6973970863e-10    1.0378769580e-10 
  0.400000   -6.7421796557e-06   -1.8948446644e-10    9.0160283029e-11 
  0.600000   -7.1245769026e-06   -2.0811952079e-10    7.4249727950e-11 
  0.800000   -7.4717040084e-06   -2.2409456070e-10    5.7325705316e-11 
  1.000000   -7.7777707599e-06   -2.3603879752e-10    4.0942324077e-11 
  1.200000   -8.0395765487e-06   -2.4300955525e-10    2.6523983211e-11 
  1.400000   -8.2566163419e-06   -2.4432638418e-10    1.5279984236e-11 
  1.600000   -8.4308791571e-06   -2.3998298616e-10    8.2879087200e-12 
  1.800000   -8.5666480489e-06   -2.3040802798e-10    6.0910948334e-12 
  2.000000   -8.6698916479e-06   -2.1647948289e-10    8.9750915148e-12 
  2.200000   -8.7478037317e-06   -1.9939150271e-10    1.6702149701e-11 
  2.400000   -8.8081143855e-06   -1.8060746738e-10    2.8676834990e-11 
  2.600000   -8.8585352584e-06   -1.6162380931e-10    4.4089859086e-11 
  2.800000   -8.9061414218e-06   -1.4411212476e-10    6.1600071034e-11 
  3.000000   -8.9569619413e-06   -1.2955150258e-10    7.9732531153e-11 
  3.200000   -9.0156417653e-06   -1.1904641239e-10    9.6955339876e-11 
  3.400000   -9.0852720082e-06   -1.1354449954e-10    1.1201344032e-10 
  3.600000   -9.1673407488e-06   -1.1333000884e-10    1.2356144469e-10 
  3.800000   -9.2618411129e-06   -1.1828485517e-10    1.3066071965e-10 
  4.000000   -9.3675088977e-06   -1.2800543546e-10    1.3269476385e-10 
  4.200000   -9.4821009752e-06   -1.4161017083e-10    1.2933104283e-10 
  4.400000   -9.6027228638e-06   -1.5803790323e-10    1.2097556791e-10 
  4.600000   -9.7261635194e-06   -1.7571537767e-10    1.0829187191e-10 
  4.800000   -9.8492174411e-06   -1.9315583629e-10    9.2246534786e-11 
  5.000000   -9.9689880919e-06   -2.0893172102e-10    7.4165304860e-11 
  5.200000   -1.0083032384e-05   -2.2177242118e-10    5.5600618216e-11 
  5.400000   -1.0189532434e-05   -2.3049401961e-10    3.8005471480e-11 
  5.600000   -1.0287309963e-05   -2.3443422469e-10    2.2985252037e-11 
  5.800000   -1.0375820992e-05   -2.3327726948e-10    1.1739773595e-11 
  6.000000   -1.0455045904e-05   -2.2709712977e-10    5.3823644735e-12 
  6.200000   -1.0525457389e-05   -2.1653552953e-10    4.4114981338e-12 
  6.400000   -1.0587823423e-05   -2.0234212894e-10    9.0144654329e-12 
  6.600000   -1.0643125308e-05   -1.8571560342e-10    1.8889470204e-11 
  6.800000   -1.0692442533e-05   -1.6804352001e-10    3.3182486576e-11 
  7.000000   -1.0736828576e-05   -1.5088296024e-10    5.0828807710e-11 
  7.200000   -1.0777253743e-05   -1.3560001074e-10    7.0362956741e-11 
  7.400000   -1.0814536874e-05   -1.2331109412e-10    9.0151681830e-11 
  7.600000   -1.0849407622e-05   -1.1504578334e-10    1.0865611618e-10 
  7.800000   -1.0882413778e-05   -1.1165155706e-10    1.2414265127e-10 
  8.000000   -1.0913948450e-05   -1.1324734972e-10    1.3540435561e-10 
  8.200000   -1.0944283757e-05   -1.1976848048e-10    1.4128002623e-10 
  8.400000   -1.0973586558e-05   -1.3055219312e-10    1.4135743571e-10 
  8.600000   -1.1001865139e-05   -1.4477311900e-10    1.3541675718e-10 
  8.800000   -1.1029080897e-05   -1.6125571891e-10    1.2390137345e-10 
  9.000000   -1.1055115424e-05   -1.7883111350e-10    1.0779311234e-10 
  9.200000   -1.1079759331e-05   -1.9589638708e-10    8.8329576988e-11 
  9.400000   -1.1102745491e-05   -2.1106630086e-10    6.7035082180e-11 
  9.600000   -1.1123822765e-05   -2.2314000457e-10    4.5816279309e-11 
  9.800000   -1.1142735986e-05   -2.3125307416e-10    2.6326757867e-11 
  10.000000   -1.1159310271e-05   -2.3470352683e-10    1.0388571605e-11 
  10.200000   -1.1173498206e-05   -2.3314698539e-10   -6.9340612193e-13 
  10.400000   -1.1185372267e-05   -2.2686061791e-10   -5.9293985249e-12 
  10.600000   -1.1195175293e-05   -2.1643833346e-10   -4.8328207464e-12 
  10.800000   -1.1203401660e-05   -2.0278174088e-10    2.8855146180e-12 
  11.000000   -1.1210717575e-05   -1.8700694638e-10    1.6512509091e-11 
  11.200000   -1.1217959208e-05   -1.7035028179e-10    3.4939599787e-11 
  11.400000   -1.1226036757e-05   -1.5416041215e-10    5.6734224123e-11 
