#Created with RMG on Tue Nov 25 15:03:30 2025
#pdos0: total, pdos1,pdos2,pdos3: magnetic rhoa#*_a, *_b, *_c: projected on lattice vectors a,b, c#    x[Angstrom]      E[eV]      pdos

   0.000000  -2.000000 -1.625570e-06
   0.111011  -2.000000 -2.407009e-06
   0.222023  -2.000000 -2.913898e-06
   0.333034  -2.000000 -3.135735e-06
   0.444046  -2.000000 -3.166109e-06
   0.555057  -2.000000 -3.087957e-06
   0.666069  -2.000000 -3.087342e-06
   0.777080  -2.000000 -3.097451e-06
   0.888092  -2.000000 -2.967753e-06
   0.999103  -2.000000 -2.577127e-06
   1.110115  -2.000000 -1.921646e-06
   1.221126  -2.000000 -1.046503e-06
   1.332138  -2.000000 -1.724949e-07
   1.443149  -2.000000 4.136158e-07
   1.554161  -2.000000 6.875749e-07
   1.665172  -2.000000 6.763413e-07
   1.776184  -2.000000 4.437325e-07
   1.887195  -2.000000 1.626473e-07
   1.998207  -2.000000 -1.057133e-07
   2.109218  -2.000000 -3.740626e-07
   2.220230  -2.000000 -5.848397e-07
   2.331241  -2.000000 -7.277688e-07
   2.442253  -2.000000 -8.646967e-07
   2.553264  -2.000000 -1.015698e-06
   2.664276  -2.000000 -1.024343e-06
   2.775287  -2.000000 -9.176595e-07
   2.886299  -2.000000 -8.671158e-07
   2.997310  -2.000000 -8.963685e-07
   3.108322  -2.000000 -1.067294e-06
   3.219333  -2.000000 -1.456690e-06
   3.330345  -2.000000 -1.892168e-06
   3.441356  -2.000000 -2.245511e-06
   3.552368  -2.000000 -2.455889e-06
   3.663379  -2.000000 -2.566791e-06
   3.774391  -2.000000 -2.686607e-06
   3.885402  -2.000000 -3.012192e-06
   3.996414  -2.000000 -3.588216e-06
   4.107425  -2.000000 -4.182660e-06
   4.218437  -2.000000 -4.519782e-06
   4.329448  -2.000000 -4.557237e-06
   4.440459  -2.000000 -4.517104e-06
   4.551471  -2.000000 -4.532139e-06
   4.662482  -2.000000 -4.698564e-06
   4.773494  -2.000000 -5.048698e-06
   4.884505  -2.000000 -5.329776e-06
   4.995517  -2.000000 -5.411818e-06
   5.106528  -2.000000 -5.213127e-06
   5.217540  -2.000000 -4.769806e-06
   5.328551  -2.000000 -4.229839e-06
   5.439563  -2.000000 -3.738709e-06
   5.550574  -2.000000 -3.371974e-06
   5.661586  -2.000000 -3.066374e-06
   5.772597  -2.000000 -2.777647e-06
   5.883609  -2.000000 -2.566736e-06
   5.994620  -2.000000 -2.386779e-06
   6.105632  -2.000000 -2.156118e-06
   6.216643  -2.000000 -1.736739e-06
   6.327655  -2.000000 -1.158499e-06
   6.438666  -2.000000 -5.136308e-07
   6.549678  -2.000000 9.856875e-08
   6.660689  -2.000000 6.469097e-07
   6.771701  -2.000000 1.024244e-06
   6.882712  -2.000000 1.203528e-06
   6.993724  -2.000000 1.003202e-06
   7.104735  -2.000000 4.519632e-07
   7.215747  -2.000000 -3.428477e-07
   7.326758  -2.000000 -1.251962e-06
   7.437770  -2.000000 -2.133168e-06
   7.548781  -2.000000 -2.957152e-06
   7.659793  -2.000000 -3.714899e-06
   7.770804  -2.000000 -4.360966e-06
   7.881816  -2.000000 -4.822269e-06
   7.992827  -2.000000 -5.046378e-06
   8.103839  -2.000000 -4.997947e-06
   8.214850  -2.000000 -4.643503e-06
   8.325862  -2.000000 -4.098231e-06
   8.436873  -2.000000 -3.474873e-06
   8.547884  -2.000000 -2.925424e-06
   8.658896  -2.000000 -2.522409e-06
   8.769907  -2.000000 -2.201933e-06
   8.880919  -2.000000 -1.910794e-06
   8.991930  -2.000000 -1.605957e-06
   9.102942  -2.000000 -1.372869e-06
   9.213953  -2.000000 -1.149194e-06
   9.324965  -2.000000 -8.390106e-07
   9.435976  -2.000000 -2.254323e-07
   9.546988  -2.000000 6.021396e-07
   9.657999  -2.000000 1.532859e-06
   9.769011  -2.000000 2.215669e-06
   9.880022  -2.000000 2.525455e-06
   9.991034  -2.000000 2.524999e-06
  10.102045  -2.000000 2.293740e-06
  10.213057  -2.000000 2.156818e-06
  10.324068  -2.000000 2.086069e-06
  10.435080  -2.000000 2.056995e-06
  10.546091  -2.000000 1.993706e-06
  10.657103  -2.000000 1.846173e-06
  10.768114  -2.000000 1.639715e-06
  10.879126  -2.000000 1.282586e-06
  10.990137  -2.000000 1.015873e-06
  11.101149  -2.000000 8.254963e-07
  11.212160  -2.000000 7.206152e-07
  11.323172  -2.000000 5.953020e-07
  11.434183  -2.000000 4.703849e-07
  11.545195  -2.000000 2.239481e-07
  11.656206  -2.000000 -2.191956e-07
