#This is a STS 2D data file to be viewed 
160     0.000000    42.734405 
601    -3.000000     3.000000 
 1.92382e-07  1.94431e-07  1.97245e-07  2.002e-07  2.02679e-07  2.04108e-07 
 2.04067e-07  2.02423e-07  1.9942e-07  1.95626e-07  1.91766e-07  1.88523e-07 
 1.86379e-07  1.85545e-07  1.85948e-07  1.8726e-07  1.88973e-07  1.90534e-07 
 1.9157e-07  1.92096e-07  1.92611e-07  1.93971e-07  1.9705e-07  2.0232e-07 
 2.0953e-07  2.17676e-07  2.25279e-07  2.30875e-07  2.33475e-07  2.32794e-07 
 2.29172e-07  2.23281e-07  2.15826e-07  2.074e-07  1.98525e-07  1.89785e-07 
 1.81893e-07  1.75626e-07  1.71626e-07  1.70179e-07  1.7109e-07  1.73743e-07 
 1.77319e-07  1.81106e-07  1.84737e-07  1.88262e-07  1.92013e-07  1.96353e-07 
 2.01438e-07  2.07119e-07  2.13026e-07  2.1876e-07  2.24096e-07  2.29052e-07 
 2.33789e-07  2.38384e-07  2.42632e-07  2.46021e-07  2.47917e-07  2.47886e-07 
 2.45965e-07  2.4272e-07  2.39081e-07  2.36022e-07  2.3425e-07  2.34023e-07 
 2.35088e-07  2.36752e-07  2.38e-07  2.3768e-07  2.34762e-07  2.28667e-07 
 2.19564e-07  2.08488e-07  1.97109e-07  1.87181e-07  1.7987e-07  1.75294e-07 
 1.72551e-07  1.70217e-07  1.67066e-07  1.62596e-07  1.57118e-07  1.5144e-07 
 1.46389e-07  1.42485e-07  1.3986e-07  1.38364e-07  1.37679e-07  1.37359e-07 
 1.36844e-07  1.35536e-07  1.32993e-07  1.2917e-07  1.24559e-07  1.20114e-07 
 1.16942e-07  1.15895e-07  1.17224e-07  1.20453e-07  1.24501e-07  1.28006e-07 
 1.29714e-07  1.28819e-07  1.25163e-07  1.19253e-07  1.12117e-07  1.05044e-07 
 9.92821e-08  9.57846e-08  9.50162e-08  9.6846e-08  1.00522e-07  1.04764e-07 
 1.08009e-07  1.08809e-07  1.06261e-07  1.00327e-07  9.18864e-08  8.24971e-08 
 7.3974e-08  6.79552e-08  6.55798e-08  6.7308e-08  7.28397e-08  8.11075e-08 
 9.03853e-08  9.8583e-08  1.03736e-07  1.04569e-07  1.00905e-07  9.37355e-08 
 8.48817e-08  7.6415e-08  7.00647e-08  6.68338e-08  6.68957e-08  6.97148e-08 
 7.42747e-08  7.93258e-08  8.36192e-08  8.61291e-08  8.62521e-08  8.39429e-08 
 7.97316e-08  7.45936e-08  6.96891e-08  6.6045e-08  6.42743e-08  6.44303e-08 
 6.60444e-08  6.83308e-08  7.04725e-08  7.18697e-08  7.22619e-08  7.17013e-08 
 7.04282e-08  6.87275e-08  6.68289e-08  6.48639e-08  6.28671e-08  6.07982e-08 
 5.85781e-08  5.6139e-08  5.34849e-08  5.07425e-08  4.81682e-08  4.60907e-08 
 4.47964e-08  4.44034e-08  4.47916e-08  4.56329e-08  4.6517e-08  4.71089e-08 
 4.72602e-08  4.70212e-08  4.65639e-08  4.6072e-08  4.56595e-08  4.53463e-08 
 4.50776e-08  4.47532e-08  4.42506e-08  4.34493e-08  4.22711e-08  4.07341e-08 
 3.89899e-08  3.73083e-08  3.59991e-08  3.52999e-08  3.52845e-08  3.58385e-08 
 3.67092e-08  3.76004e-08  3.82658e-08  3.85657e-08  3.8476e-08  3.80615e-08 
 3.74356e-08  3.67256e-08  3.60552e-08  3.5541e-08  3.52901e-08  3.53848e-08 
 3.58512e-08  3.66234e-08  3.75285e-08  3.83124e-08  3.87083e-08  3.85231e-08 
 3.77033e-08  3.6346e-08  3.46499e-08  3.28287e-08  3.1032e-08  2.93066e-08 
 2.76112e-08  2.5867e-08  2.40157e-08  2.20571e-08  2.00547e-08  1.81159e-08 
 1.636e-08  1.48871e-08  1.37549e-08  1.29645e-08  1.24565e-08  1.21202e-08 
 1.18198e-08  1.14348e-08  1.08992e-08  1.02261e-08  9.50177e-09  8.8514e-09 
 8.39037e-09  8.18045e-09  8.20732e-09  8.38542e-09  8.58634e-09  8.68037e-09 
 8.57816e-09  8.2587e-09  7.77307e-09  7.22165e-09  6.71419e-09  6.33101e-09 
 6.10343e-09  6.02004e-09  6.05062e-09  6.16967e-09  6.36467e-09  6.62627e-09 
 6.93134e-09  7.23425e-09  7.47541e-09  7.60277e-09  7.59201e-09  7.45147e-09 
 7.20837e-09  6.88542e-09  6.48385e-09  5.98422e-09  5.36441e-09  4.62314e-09 
 3.79397e-09  2.94127e-09  2.14095e-09  1.45674e-09  9.23882e-10  5.46077e-10 
 3.04234e-10  1.71536e-10  1.30024e-10  1.87473e-10  3.96249e-10  8.75188e-10 
 1.82966e-09  3.55541e-09  6.40351e-09  1.06866e-08  1.65285e-08  2.36982e-08 
 3.1507e-08  3.88548e-08  4.446e-08  4.72199e-08  4.65649e-08  4.26502e-08 
 3.6296e-08  2.8709e-08  2.11121e-08  1.44388e-08  9.18609e-09  5.43813e-09 
 2.99705e-09  1.5405e-09  7.45658e-10  3.57411e-10  2.08269e-10  2.09572e-10 
 3.31639e-10  5.82199e-10  9.8514e-10  1.55904e-09  2.29676e-09  3.1512e-09 
 4.03469e-09  4.83664e-09  5.45681e-09  5.8424e-09  6.01252e-09  6.05656e-09 
 6.10384e-09  6.27552e-09  6.63916e-09  7.18565e-09  7.83807e-09  8.48597e-09 
 9.02707e-09  9.39757e-09  9.58173e-09  9.60394e-09  9.51308e-09  9.36715e-09 
 9.2204e-09  9.11226e-09  9.05861e-09  9.04879e-09  9.05081e-09  9.02336e-09 
 8.92934e-09  8.74637e-09  8.4725e-09  8.12884e-09  7.76057e-09  7.43578e-09 
 7.23931e-09  7.26021e-09  7.57442e-09  8.22724e-09  9.21971e-09  1.05013e-08 
 1.19689e-08  1.3475e-08  1.48478e-08  1.59253e-08  1.65956e-08  1.68294e-08 
 1.66877e-08  1.62994e-08  1.58173e-08  1.53738e-08  1.50535e-08  1.48903e-08 
 1.48787e-08  1.49885e-08  1.51719e-08  1.53686e-08  1.55159e-08  1.55709e-08 
 1.5536e-08  1.54744e-08  1.55023e-08  1.57554e-08  1.6345e-08  1.73218e-08 
 1.86645e-08  2.02988e-08  2.21366e-08  2.41151e-08  2.62131e-08  2.84316e-08 
 3.07469e-08  3.30646e-08  3.52066e-08  3.69493e-08  3.80954e-08  3.85441e-08 
 3.83209e-08  3.75593e-08  3.64552e-08  3.52243e-08  3.40801e-08  3.32176e-08 
 3.27859e-08  3.28462e-08  3.33403e-08  3.41039e-08  3.49289e-08  3.56475e-08 
 3.61888e-08  3.6581e-08  3.69117e-08  3.7285e-08  3.78056e-08  3.85909e-08 
 3.97851e-08  4.15503e-08  4.40327e-08  4.73259e-08  5.14548e-08  5.63896e-08 
 6.20719e-08  6.84252e-08  7.53286e-08  8.25647e-08  8.97723e-08  9.64476e-08 
