-2.950000  8.003472
-2.850000  4.753472
-2.750000  4.850694
-2.650000  3.673611
-2.550000  25.392361
-2.450000  2.000000
-2.350000  5.149306
-2.250000  8.361111
-2.150000  3.079861
-2.050000  10.583333
-1.950000  18.621528
-1.850000  1.184028
-1.750000  0.885417
-1.650000  0.795139
-1.550000  3.982639
-1.450000  7.045139
-1.350000  0.656250
-1.250000  2.131944
-1.150000  3.628472
-1.050000  0.482639
-0.950000  2.017361
-0.850000  3.510417
-0.750000  0.270833
-0.650000  0.291667
-0.550000  0.229167
-0.450000  3.274306
-0.350000  0.166667
-0.250000  0.000000
-0.150000  0.430556
-0.050000  1.569444
0.050000  1.611111
0.150000  1.736111
0.250000  0.197917
0.350000  0.229167
0.450000  0.291667
0.550000  0.312500
0.650000  3.548611
0.750000  6.864583
0.850000  0.701389
0.950000  0.447917
1.050000  0.843750
1.150000  2.503472
1.250000  5.812500
1.350000  12.986111
1.450000  3.590278
1.550000  17.812500
1.650000  9.875000
1.750000  10.211805
1.850000  9.784722
1.950000  12.510417
2.050000  1.760417
2.150000  6.427084
2.250000  12.250000
2.350000  1.434028
2.450000  1.354167
2.550000  2.736111
2.650000  8.965278
2.750000  10.548611
2.850000  1.208333
2.950000  2.850695
