2.950000 2.135634 1.137758
2.950000 2.254280 1.123996
2.950000 2.372926 1.110299
2.950000 2.491573 1.096644
2.950000 2.610219 1.083071
2.950000 2.728865 1.069710
2.950000 2.847512 1.056782
2.950000 2.966158 1.044589
2.950000 3.084804 1.033489
2.950000 3.203451 1.023868
2.950000 3.322097 1.016104
2.950000 3.440743 1.010528
2.950000 3.559390 1.007397
2.950000 3.678036 1.006873
2.950000 3.796682 1.009007
2.950000 3.915329 1.013729
2.950000 4.033975 1.020830
2.950000 4.152621 1.029952
2.950000 4.271268 1.040589
2.950000 4.389914 1.052101
2.950000 4.508560 1.063742
2.950000 4.627207 1.074707
2.950000 4.745853 1.084202
2.950000 4.864499 1.091527
2.950000 4.983146 1.096173
2.950000 5.101792 1.097880
2.950000 5.220438 1.096675
2.950000 5.339085 1.092867
2.950000 5.457731 1.086999
2.950000 5.576377 1.079772
2.950000 5.695023 1.071952
2.950000 5.813670 1.064269
2.950000 5.932316 1.057345
2.950000 6.050962 1.051635
2.950000 6.169609 1.047394
2.950000 6.288255 1.044678
2.950000 6.406901 1.043356
2.950000 6.525548 1.043165
2.950000 6.644194 1.043755
2.950000 6.762840 1.044750
2.950000 6.881487 1.045801
2.950000 7.000133 1.046622
2.950000 7.118779 1.047012
2.950000 7.237426 1.046860
2.950000 7.356072 1.046123
2.950000 7.474718 1.044805
2.950000 7.593365 1.042927
2.950000 7.712011 1.040496
2.950000 7.830657 1.037481
2.950000 7.949304 1.033790
2.950000 8.067950 1.029269
2.950000 8.186596 1.023703
2.950000 8.305243 1.016845
2.950000 8.423889 1.008462
2.950000 8.542535 0.998411
2.950000 8.661182 0.986728
2.950000 8.779828 0.973723
2.950000 8.898474 0.960055
2.950000 9.017120 0.946771
2.950000 9.135767 0.935280
2.950000 9.254413 0.927236
2.950000 9.373059 0.924371
2.950000 9.491706 0.928294
2.950000 9.610352 0.940305
2.950000 9.728998 0.961252
2.950000 9.847645 0.991419
2.950000 9.966291 1.030496
2.950000 10.084937 1.077583
2.950000 10.203584 1.131269
2.950000 10.322230 1.189728
2.950000 10.440876 1.250866
2.950000 10.559523 1.312486
2.950000 10.678169 1.372467
2.950000 10.796815 1.428920
2.950000 10.915462 1.480319
2.950000 11.034108 1.525591
2.950000 11.152754 1.564157
2.950000 11.271401 1.595915
2.950000 11.390047 1.621185
2.950000 11.508693 1.640609
2.950000 11.627340 1.655052
2.950000 11.745986 1.665505
2.950000 11.864632 1.673013
2.950000 11.983279 1.678625
2.950000 12.101925 1.683354
2.950000 12.220571 1.688146
2.950000 12.339218 1.693847
2.950000 12.457864 1.701159
2.950000 12.576510 1.710562
2.950000 12.695156 1.722221
2.950000 12.813803 1.735888
2.950000 12.932449 1.750824
2.950000 13.051095 1.765768
2.950000 13.169742 1.778973
2.950000 13.288388 1.788338
2.950000 13.407034 1.791635
2.950000 13.525681 1.786814
2.950000 13.644327 1.772317
2.950000 13.762973 1.747344
2.950000 13.881620 1.712017
2.950000 14.000266 1.667406
2.950000 14.118912 1.615418
